review_text,sentiments
niceREAD MORE,0
working well in out door gameREAD MORE,1
marvellous product good for beginnerREAD MORE,1
greatREAD MORE,0
old stockREAD MORE,0
Product seemed original. Fine quality. Although it breaks like a ice cream cone if explodes to even a little moisture.READ MORE,1
waste it is slow. any one want to purchase go retail storesREAD MORE,0
OkayREAD MORE,0
Asked for slow shuttle and they have provided me medium or fast. When I checked return period was over.READ MORE,0
goodREAD MORE,0
very niceREAD MORE,0
Genuine productREAD MORE,0
goodREAD MORE,0
GoodREAD MORE,0
"Good one as expected,.READ MORE",1
"go for it, its amazingREAD MORE",0
"Original product in intact form, delivered. Nothing to comment on a branded product, like Yonex. Thanks !!!READ MORE",1
superREAD MORE,0
goodREAD MORE,0
NiceREAD MORE,0
Good in quality.  probably the best nylon shuttle. just go for it.READ MORE,1
superREAD MORE,0
goodREAD MORE,0
all the shuttles are fast...not good...wont buy againREAD MORE,0
SuperbREAD MORE,0
best shuttlecocksREAD MORE,1
goodREAD MORE,0
"Nice flight, good control & perfect on bat!! Writing after playing 2 times!READ MORE",1
NiceREAD MORE,0
good performance but not very goodREAD MORE,1
flipkart is the best online site.READ MORE,1
"Havebeen ordering shuttles over a year now , 100% orignal products, and if incase at times shuttles are damaged flipkart is quick n hastle free to replace them, thankyou for fair price n great services...READ MORE",1
Good shuttle for all playersREAD MORE,1
okREAD MORE,0
goodREAD MORE,0
shuttle is very good for average to beginners.READ MORE,1
nice one good quality for priceREAD MORE,1
Best among nylon shuttlesREAD MORE,1
goodREAD MORE,0
"I brought yonex green cap for SLOW, but some of the shuttle in the same box is fast, i think they mix original and duplicate, and making us fool...READ MORE",1
Excellent product (genuine one).READ MORE,1
good qualityREAD MORE,1
Its very very bad productREAD MORE,0
"Got on time,  but old stock,  need to check the flight condition while playingREAD MORE",0
Best QualityREAD MORE,1
excellentREAD MORE,0
worth of moneyREAD MORE,1
okREAD MORE,0
I received original productREAD MORE,1
Go for it good quality genuine shuttlesREAD MORE,1
goodREAD MORE,0
OriginalREAD MORE,0
it's too good😊😊😊READ MORE,0
"Nice product for indoors, not suitable for outdoors.READ MORE",1
not up to mark. quality is not goodREAD MORE,0
Good and nice.READ MORE,1
It is good suttalREAD MORE,1
very nice productREAD MORE,1
GoodREAD MORE,0
the product delivered was original but the packet was flattened due to which the shuttles have lost their shape.defective shuttles receivedREAD MORE,0
grt product at grt priceREAD MORE,0
FairREAD MORE,0
very much Satisfied...Good Quality....Quick Delivery...👍👍👍READ MORE,0
Awesome ...READ MORE,1
"I have been ordering these since a long time, shuttles used to be good and long lasting for rigorous games and used to last 90mins at least.But this time, I am really disappointed with the quality. the shuttles are starting to rotate just over couple of sets. Never expected, this quality for a bulk order of 3 tubes.READ MORE",0
Not genuine product and all the shuttles were shaped out. Don't buy these products online.READ MORE,0
N8ceREAD MORE,0
Nice productREAD MORE,1
its originalREAD MORE,0
good oneREAD MORE,1
ozm product but not delivered@ selected place 😒😒😒😒READ MORE,0
NiceREAD MORE,0
good for daily practiceREAD MORE,1
it v good for coart but not good for homeREAD MORE,1
excellent and authentic productexcellent packagingfaster deliveryREAD MORE,1
Great Product and perfect delivery time.READ MORE,1
Super productREAD MORE,1
okay okay shuttlesREAD MORE,1
excellentREAD MORE,0
fantastic.....READ MORE,0
original Product correct delveryREAD MORE,1
OKREAD MORE,0
Nice productREAD MORE,1
Awesome product 100% original & DurabilityREAD MORE,1
poor quality shuttle they have sent.  may be it is a old stock. one shuttle broke within 1 day. only 7 games i have played with this shuttle.READ MORE,0
super but rate is very highREAD MORE,1
Nice oneREAD MORE,1
goodREAD MORE,0
nice oneREAD MORE,1
value for moneyREAD MORE,1
Nice original product just love playing badminton nowREAD MORE,1
I doubt this may not be a genuine product...READ MORE,0
superREAD MORE,0
goodREAD MORE,0
GoodREAD MORE,0
Original yonex product.. visit yonex sunrise website for originality.. scratch code an led type code in that website..READ MORE,1
not badREAD MORE,0
GoodREAD MORE,0
As expected. Excellent one.READ MORE,1
Good packing....READ MORE,1
goodREAD MORE,0
look ok...READ MORE,0
it's good.. osm price really impressed with the product.READ MORE,1
"good one, no doubt go for itREAD MORE",1
amazing.. 👌👌👌READ MORE,1
classyREAD MORE,0
superbREAD MORE,0
very very niceREAD MORE,0
"NICE SHUTTLE,BALANCE TOO GOODREAD MORE",1
best of best...  1 got @ 629... must buyREAD MORE,1
niceREAD MORE,0
Quality it not good as expected.Product life time is only 2 daysREAD MORE,1
good product.READ MORE,1
super productsREAD MORE,1
looks good rest comment after 2 day play minimumREAD MORE,1
okREAD MORE,0
GoodREAD MORE,0
AwesomeREAD MORE,0
worth for moneyREAD MORE,1
awesomeREAD MORE,0
I like the shuttle qualitiesREAD MORE,1
good jobREAD MORE,1
excellent qualityREAD MORE,1
awesome best the comments that say it's fake. are also fakeREAD MORE,1
niceREAD MORE,0
goodREAD MORE,0
got from latest one not from old stock...packaging was too goodREAD MORE,0
BestREAD MORE,0
"My favourite shuttle, Fast delivery by FlipkartREAD MORE",0
packing of this product is very poor. always receive with press positionREAD MORE,0
very goodREAD MORE,0
WorthyREAD MORE,0
shuttle is fastREAD MORE,0
excellent appREAD MORE,1
best quality shuttle 🖤READ MORE,1
superb qualityREAD MORE,1
niceREAD MORE,0
Nice productREAD MORE,1
nothing recetREAD MORE,0
multiple small small holes in the cork. Doesn't look like it will last long.READ MORE,0
good productREAD MORE,1
GoodREAD MORE,0
goodREAD MORE,0
Super qualityREAD MORE,1
good qualityREAD MORE,1
goodREAD MORE,0
good materialREAD MORE,1
"Excellent deal, value worthREAD MORE",1
happy with my order I m alwaysREAD MORE,1
Good shuttles with a decent price.READ MORE,1
God product at an attractive priceREAD MORE,1
"Great Shuttle , flight of the shuttle is very good , no regrets with the rate because in the market it was costing me around 840 rupees and here from flipkart I got it for 699 INRREAD MORE",1
Original qualityREAD MORE,1
WorthyREAD MORE,0
fastest delivery..nd products quality is ... adorableREAD MORE,0
good productREAD MORE,1
Good one. Perfect 👌READ MORE,1
superbREAD MORE,0
better thank local marketREAD MORE,1
Shuttle Cork was good and genuine.I verified with Yonex website. 👍READ MORE,1
suparREAD MORE,0
looking gud but not lasting .READ MORE,0
Packing is not so good. The plastic cover is damaged.READ MORE,1
goodREAD MORE,0
very goodREAD MORE,0
goodREAD MORE,0
I would give full star to this product.... great quality.... unfortunately the next box I bought had one shuttle damagedREAD MORE,1
Good product. Nice build qualityREAD MORE,1
niceREAD MORE,0
It's not a good product..READ MORE,1
Quality is goodREAD MORE,0
goodREAD MORE,0
Nice productREAD MORE,1
goodREAD MORE,0
goodREAD MORE,0
very good .nice quality .READ MORE,1
got a damage shuttle in the pack.  rest are good.READ MORE,0
quality not seems good. breaks after one day playREAD MORE,1
superbREAD MORE,0
Nice item....get the same item as exceptedREAD MORE,1
best green cupREAD MORE,1
goodREAD MORE,0
very slow shuttles not good as per market.READ MORE,1
Good BoyREAD MORE,1
Thanks to Flipkart. The poor shuttles pack is replaced.READ MORE,0
rotine gameREAD MORE,0
goodREAD MORE,0
Very goodREAD MORE,0
Good productREAD MORE,1
good productREAD MORE,1
amazing quality.worth every penny 🔥🔥READ MORE,1
excellent flight. slow as mentioned. recommended for beginners.READ MORE,1
superb qualityREAD MORE,1
Long lasting.READ MORE,0
superb!READ MORE,0
GOOD PRODUCTREAD MORE,1
good productREAD MORE,1
Its good productREAD MORE,1
Nice productREAD MORE,1
nice as usualREAD MORE,1
very niceREAD MORE,0
Its really good lasts longer than i expectedREAD MORE,1
worst product. got all the squeezed boxes of shuttles. after replacement too got the same damaged product.READ MORE,0
niceREAD MORE,0
Quality of the shuttle seems to be very bad. Some of them didn’t even last few games. Had to change two shuttles in an hours play.READ MORE,0
Good price only too muchREAD MORE,1
good quality nice productREAD MORE,1
Satisfied with the product qualityREAD MORE,1
poor qualityREAD MORE,0
Best for intermediate playersREAD MORE,1
NiceREAD MORE,0
superREAD MORE,0
Overall niceREAD MORE,0
shuttles are very old. they damaged in one day only. bad quality shuttle.READ MORE,0
"3 shuttle damage,Dec 07 new pack 1 shuttle damagedREAD MORE",0
good productREAD MORE,1
Very good.READ MORE,0
very slowlyREAD MORE,0
goodREAD MORE,0
Very good quality shuttleREAD MORE,1
Best packingREAD MORE,1
AwesomeREAD MORE,0
its same as the retailer shop .. we need not to go to shop & buy itREAD MORE,0
Best for daily play👌READ MORE,1
very good productREAD MORE,1
excellent design and lifespanREAD MORE,1
GoodREAD MORE,0
GoodREAD MORE,0
good as always...READ MORE,1
goodREAD MORE,0
u can buy its a good productREAD MORE,1
Excellent productREAD MORE,1
quality item&very good packingREAD MORE,1
good qualityREAD MORE,1
nice product.quick delivery.READ MORE,1
"Average quality, in 6 shuttles only 3 are goodREAD MORE",0
"While the shuttles are good, pricing has been made exorbitant. From 600 per pack to 900 per pack - an increase of 50% within one year. Already trying alternatives.READ MORE",1
NiceREAD MORE,0
NiceREAD MORE,0
Pathetic qualityREAD MORE,0
"It's an original product from Yonex . I'm able to authenticate it over sunrise portal.Best shuttle for Indian condition.Streamed travel, correct balance and durable.For beginners and for intermediate level you should start with this one.READ MORE",1
GoodREAD MORE,0
good delivery boyREAD MORE,1
ExcellentREAD MORE,0
Excellent. First We ordered one Box and tried whether fake or genuine product. I selected slow 75. We found its genuine product with long lasting. Then we are playing with the same shuttle till now. I suggested it to other courts in our town. They are playing with same shuttle and buying from Flipkart. So go without any hesitation.READ MORE,1
Packing is goodREAD MORE,0
Yonex is greatREAD MORE,0
The packing of the product was not done properly & not up to the mark. Request the team to take care of the same in future to avoid damaging the product.READ MORE,0
Giving Review after 2 weeks of use.. Don't buy this product. It seems they are selling second grade defective product. All shuttle start to rotate after some time  it's very difficult to play.... Patethic product.READ MORE,0
ExcellentREAD MORE,0
worst .......READ MORE,0
Good  Product... 🙂🙂🙂READ MORE,1
nice...READ MORE,0
niceREAD MORE,0
very ecobomicalREAD MORE,0
Damaged packREAD MORE,0
awesomeREAD MORE,0
good qualityREAD MORE,1
goodREAD MORE,0
Original product. Very happyREAD MORE,1
NiceREAD MORE,0
these shuttles have better quality than I bought from local shop.. no much difference in price..READ MORE,1
minREAD MORE,0
okREAD MORE,0
Good product .. quick delivery .. impressive service..READ MORE,1
badREAD MORE,0
Shuttle are very goodREAD MORE,0
Its just goodREAD MORE,0
Good quality.. Original productREAD MORE,1
"Good product,. 👍READ MORE",1
excellentREAD MORE,0
poor qualityREAD MORE,0
Price too high.compare to our local shop.quality is not good.READ MORE,0
"Expected more good quality, it's good only one shuttle has spinning issue.READ MORE",1
It looks good but after use I will update about quality..READ MORE,1
all the shuttle we're damaged.READ MORE,0
best shuttlecockREAD MORE,1
nice shulterREAD MORE,1
goodREAD MORE,0
very nice productREAD MORE,1
GoodREAD MORE,0
Gud qualityREAD MORE,0
GreatREAD MORE,0
superREAD MORE,0
GoodREAD MORE,0
nice and rate reasonable....READ MORE,1
superbREAD MORE,0
The product was as per the expectation.READ MORE,0
very goodREAD MORE,0
quality is very poorREAD MORE,0
very goodREAD MORE,0
very good productREAD MORE,1
thanksREAD MORE,0
good productREAD MORE,1
really niceREAD MORE,0
very good productREAD MORE,1
packing is damaged..  and few shuttle are also damaged...  poor quality of packing..READ MORE,0
good qualityREAD MORE,1
I have received all the genuine shuttle box. Flight And Pace level of shuttlecock are very good. But I am little disappointed with the packaging from both seller and Flipkart side. Boxex are little damaged although I am very grateful that my shuttlecock are not damaged. Again I will purchase from the same seller. Thanks 😊READ MORE,1
Genuine productREAD MORE,0
I am using Mavis 350 Above past 2 Year The Best Shuttlecock in y MarketNew Stock delivered by Seller We play in doubles & Daily 5 SetsDurability is awesome (3-4Days)Smash Drop Toss Everything is PerfectSome of our team Members Complaint that shuttle is very Heavy & Goes away when they toss but i think this is not Shuttlecock's problemGood Job YonexREAD MORE,1
NiceREAD MORE,0
niceREAD MORE,0
niceREAD MORE,0
"Flipkart is cheating the customers by sending very very old shuttle boxes...booked 4 box of shuttle on 12th December 2019 and  received 2018  manufactured shuttles, which are bad in condition.. going forward decides to not buy shuttles from Flipkart ..READ MORE",0
good productREAD MORE,1
Cost should be little lessREAD MORE,0
it is not that much goodREAD MORE,0
worth for moneyREAD MORE,1
value for moneyREAD MORE,1
ferfect delivered..good productsREAD MORE,0
very good shuttle for outdoor court. 1 shuttle lasts for 1 week even if you play smashes daily. good one to purchase.READ MORE,1
superREAD MORE,0
good oneREAD MORE,1
niceREAD MORE,0
DurableREAD MORE,0
"very very good product,, I bought 2 or 3 barrels every month.... one of the trustworthy online shopping, flifkart....READ MORE",1
Good packing and delivery.  but the flight and speed of the shuttles were much faster than the usual Mavis 350. I doubt the genuinity.This time also the packing was perfect.  But the very first shuttle taken was wobbling and is not good for play. Very disappointing..READ MORE,1
goodREAD MORE,0
SuperREAD MORE,0
Good.its original product.READ MORE,1
goodREAD MORE,0
It's middleREAD MORE,0
Its ok for beginnersREAD MORE,1
it's niceREAD MORE,0
"gud product in price range,gud for indoor gameREAD MORE",0
fast delivery with good quality productREAD MORE,1
good oneREAD MORE,1
NiceREAD MORE,0
"Very good shuttle for you, any stage you are in. simply go for it.READ MORE",1
Nice product. looks very genuine.READ MORE,1
Fast sarvisREAD MORE,0
nice shuttle durable still these are working properlyREAD MORE,1
NiceREAD MORE,0
Good productREAD MORE,1
better productREAD MORE,1
superb and guaranteed .READ MORE,1
badREAD MORE,0
Two shuttles are damagedREAD MORE,0
goodREAD MORE,0
goodREAD MORE,0
best for outdoor and practice timeREAD MORE,1
excellent qualityREAD MORE,1
plz not buy this shuttle.READ MORE,1
Very fantasticREAD MORE,0
goodREAD MORE,0
Good shuttleREAD MORE,1
Nice product. Delivered on time.READ MORE,1
best productREAD MORE,1
excellentREAD MORE,0
goodREAD MORE,0
good product ...READ MORE,1
It's always the best budget shuttlecocks mrp is rs 1040 but i got it in just rs 685READ MORE,1
Good productREAD MORE,1
original product.thanks FlipkartREAD MORE,1
SuperREAD MORE,0
Perfect product!!A great shuttle to practice badminton on a regular basis.READ MORE,1
nice productREAD MORE,1
OkREAD MORE,0
Nice ProductREAD MORE,1
Better price than outlets. Good product.READ MORE,1
goodREAD MORE,0
Good and genuine product.READ MORE,1
Good but costyREAD MORE,1
Good svuttlesREAD MORE,1
best shuttles with which one can 'play'READ MORE,1
Quality product go for it!!READ MORE,0
Superb qualityREAD MORE,1
Best oneREAD MORE,1
Value for money 👍READ MORE,1
